fecha,real,predicho,residuo
2024-04-01,1.5403191852902138,1.446504661820006,0.09381452347020791
2024-04-01,0.9308333333333332,1.2419000340052708,-0.31106670067193765
2024-04-01,1.2284433962264152,1.879391875927299,-0.6509484797008838
2024-04-01,2.7935416666666666,1.6813029475641674,1.1122387191024992
2024-04-01,1.8554495084070008,1.7542635019133215,0.10118600649367937
2024-04-01,1.6122348484848483,1.8790244605665924,-0.2667896120817441
2024-04-01,1.4821499993939908,2.354902356146013,-0.8727523567520223
2024-04-01,1.9402637768817204,2.080160131858293,-0.1398963549765726
2024-04-08,1.168096981503874,2.2167223573705273,-1.0486253758666533
2024-04-08,1.6178030303030304,1.912072854215631,-0.2942698239126005
2024-04-08,1.961703164510819,1.7574962345253884,0.20420692998543055
2024-04-08,1.2125073986386503,1.9079826947412424,-0.6954752961025921
2024-04-08,0.985,1.2404928104617272,-0.2554928104617272
2024-04-08,1.87542745481192,1.9669794049037606,-0.09155195009184047
2024-04-08,2.211911848072562,2.260247675012623,-0.04833582694006067
2024-04-15,2.614268304416151,2.2932997185294903,0.32096858588666066
2024-04-15,2.5653935185185186,2.0934887339356405,0.4719047845828781
2024-04-15,1.9296747967479675,2.0631106380661723,-0.13343584131820485
2024-04-15,1.925543324294792,1.705073895600692,0.22046942869410002
2024-04-15,1.7356060606060606,1.9030562224468317,-0.1674501618407711
2024-04-15,1.6762070226773955,1.9268794311424744,-0.2506724084650789
2024-04-15,1.0166666666666666,1.2349377923873068,-0.21827112572064022
2024-04-15,1.6974028400597907,1.8864606388436482,-0.18905779878385753
2024-04-15,1.3557188189845475,1.246248816909451,0.1094700020750965
2024-04-15,2.0583545918367347,2.329940266963999,-0.2715856751272643
2024-04-22,1.988293124976949,2.2494563281713864,-0.2611632031944373
2024-04-22,1.0166666666666666,1.2418500148359202,-0.22518334816925356
2024-04-22,2.2497909015360693,1.7224373763393077,0.5273535251967616
2024-04-22,1.8104386165826845,1.9028781693012786,-0.09243955271859416
2024-04-22,2.1204174314085367,1.9960555801268076,0.12436185128172905
2024-04-22,2.0877283105022832,1.9668503517646765,0.12087795873760676
2024-04-29,1.9886813238882703,1.9500661852038141,0.03861513868445621
2024-04-29,1.8146760306686776,1.8311641184220395,-0.01648808775336197
2024-04-29,2.188234942952863,2.1312502271204448,0.056984715832418154
2024-04-29,2.4309583333333333,2.029116578763462,0.40184175456987115
2024-04-29,2.2113860318451914,1.718486221122895,0.4928998107222964
2024-04-29,1.605104838415856,1.4001346388348406,0.20497019958101537
2024-04-29,2.360435267857143,2.369713456693066,-0.009278188835923018
2024-04-29,1.9067238995160176,1.8059591347332147,0.10076476478280294
2024-04-29,2.1060533588435373,2.2355008096111093,-0.12944745076757203
2024-04-29,2.375,2.039385748810555,0.3356142511894449
2024-04-29,0.8988888888888888,1.2550178097569271,-0.35612892086803827
2024-05-06,2.349566083641449,2.0599246166818515,0.2896414669595977
2024-05-06,1.912667560321716,2.1517967343683684,-0.23912917404665235
2024-05-06,1.874265476099231,1.928063367228547,-0.05379789112931599
2024-05-06,1.894696969696969,1.8302221013579336,0.06447486833903548
2024-05-06,2.04351021039604,2.508504328424243,-0.4649941180282031
2024-05-06,1.9129625173632,1.8076372245709764,0.10532529279222369
2024-05-06,2.696428571428572,2.0649986088725556,0.6314299625560165
2024-05-06,1.9542794440380395,1.6913755333365557,0.2629039107014839
2024-05-06,0.9,2.0140728380976904,-1.1140728380976905
2024-05-06,0.8988888888888888,1.2660031425974834,-0.3671142537085945
2024-05-06,1.6902279159839118,1.4437161596048167,0.24651175637909506
2024-05-06,2.3346189930157406,2.2926147577737455,0.04200423524199515
2024-05-13,1.826155303030303,1.7573703219555825,0.06878498107472053
2024-05-13,2.436945816739428,2.186310021003919,0.250635795735509
2024-05-13,1.8135416666666664,2.0810317109963474,-0.26749004432968104
2024-05-13,1.78935244501388,1.7783507930532056,0.011001651960674375
2024-05-13,1.8845908514366567,1.8342279819275158,0.05036286950914093
2024-05-13,1.7637083097795363,1.908274582679563,-0.14456627290002677
2024-05-13,2.3346189930157406,2.3974154895883304,-0.06279649657258979
2024-05-13,2.696428571428572,2.272516697789791,0.42391187363878124
2024-05-13,2.58103354978355,1.6709123925956577,0.9101211571878922
2024-05-13,2.281416666666667,1.9301322799980036,0.35128438666866324
2024-05-13,2.6589204545454543,2.501097673201407,0.15782278134404715
2024-05-20,2.3563750785459945,2.089702866230282,0.26667221231571236
2024-05-20,1.6726602697816717,1.8224255732510317,-0.14976530346936
2024-05-20,2.021886809429548,1.6502538081298712,0.3716330012996769
2024-05-20,1.90875,1.747532929712246,0.161217070287754
2024-05-20,2.254678899082569,2.2731362957709274,-0.01845739668835833
2024-05-20,2.064608589418288,1.895746057772769,0.16886253164551923
2024-05-20,2.6589204545454543,2.3545811190905646,0.3043393354548898
2024-05-20,1.3,1.6017417850729212,-0.30174178507292115
2024-05-20,0.9016666666666666,1.268361005371292,-0.3666943387046253
2024-05-20,2.281416666666667,1.9465836482590184,0.33483301840764845
2024-05-20,1.7985208333333331,1.3173931220212252,0.48112771131210796
2024-05-20,2.4742203219315897,1.746037938940174,0.7281823829914158
2024-05-27,2.51706632719337,2.282750240777664,0.2343160864157059
2024-05-27,2.178596291953686,1.8579293842684304,0.3206669076852555
2024-05-27,1.7649775990058536,1.78038426761329,-0.015406668607436336
2024-05-27,1.8939528404107115,1.9190505609530857,-0.025097720542374136
