fecha,fecha_objetivo,fecha_futura,destino,temporada,precio_fob_por_kilogramo,semana_iso,log_volumen_exportado,precio_lag_1,precio_prom_movil_4,target_fob_6_semanas
2015-04-06,2015-05-18,2015-05-18,UNITED KINGDOM,Otoño,1.8069408352555305,15,12.926321729129942,1.7960458589076218,1.7428065805908526,1.815434005249282
2015-04-13,2015-05-25,2015-05-18,BELGIUM,Otoño,1.405467178643262,16,9.993191135617908,2.570656809781064,2.1066911646553943,2.529506564914443
2015-04-13,2015-05-25,2015-05-25,CHILE,Otoño,0.6,16,9.65509029374725,0.600122432322133,0.600122432322133,1.686342907116353
2015-04-13,2015-05-25,2015-05-18,ECUADOR,Otoño,0.2,16,9.952325334619427,0.2,0.2,0.3006535947712418
2015-04-13,2015-05-25,2015-06-01,GERMANY,Otoño,2.483143939393939,16,9.958023085184141,1.625,1.625,1.375
2015-04-13,2015-05-25,2015-05-18,"KOREA, REPUBLIC OF",Otoño,3.333333333333333,16,1.3862943611198906,3.0,3.0,2.6666666666666665
2015-04-13,2015-05-25,2015-05-25,NETHERLANDS,Otoño,1.7659662031274792,16,15.096060440833247,1.889489162995194,1.9123323375493257,1.5861385304399598
2015-04-13,2015-05-25,2015-05-11,RUSSIAN FEDERATION,Otoño,1.2375157828282828,16,11.056603809192042,1.4081202651515152,1.469128787878788,1.425
2015-04-13,2015-05-25,2015-05-25,SPAIN,Otoño,1.5724066658054514,16,14.090085354150428,1.5252553580199684,1.627832782478059,1.3136521234130156
2015-04-13,2015-05-25,2015-05-25,UNITED KINGDOM,Otoño,1.8456370672687972,16,13.403831684339618,1.8069408352555305,1.765015627639724,1.7198428587210446
2015-04-20,2015-06-01,2015-06-01,BELGIUM,Otoño,1.5961645941036746,17,11.360764471071127,1.405467178643262,1.9313851681523613,2.529579067121729
2015-04-20,2015-06-01,2015-06-01,CANADA,Otoño,1.44875,17,10.085850775128717,2.333333333333333,2.333333333333333,1.7545474314816245
2015-04-20,2015-06-01,2015-06-01,CHILE,Otoño,1.4062077207540362,17,11.392981345854222,0.6,0.6000612161610666,1.7692186556082752
2015-04-20,2015-06-01,2015-06-08,ECUADOR,Otoño,0.2767295597484276,17,10.079581424158677,0.2,0.2,0.4210526315789473
2015-04-20,2015-06-01,2015-06-08,FRANCE,Otoño,2.375,17,8.99528899055931,1.85,1.85,1.95
2015-04-20,2015-06-01,2015-05-25,HONG KONG,Otoño,1.8,17,9.958023085184141,1.9496423700668228,1.9496423700668228,2.140861742424242
2015-04-20,2015-06-01,2015-06-01,NETHERLANDS,Otoño,1.703680918506705,17,15.17135550536593,1.7659662031274792,1.8836228028614275,1.6167799248227688
2015-04-20,2015-06-01,2015-06-01,SPAIN,Otoño,1.5617538548280343,17,14.305145844009214,1.5724066658054514,1.5931496270629897,1.3621359445128265
2015-04-20,2015-06-01,2015-06-01,UNITED KINGDOM,Otoño,2.042266899443455,17,13.583261930968073,1.8456370672687972,1.7878706018802601,1.741650593690697
2015-04-20,2015-06-01,2015-06-01,UNITED STATES,Otoño,1.7629542977162151,17,10.535131600502023,8.533333333333333,8.533333333333333,1.7580602918593242
2015-04-27,2015-06-08,2015-06-08,CANADA,Otoño,1.5928849457455367,18,10.73613577187363,1.44875,1.8910416666666665,1.751703920308958
2015-04-27,2015-06-08,2015-06-08,CHILE,Otoño,1.442121984209367,18,12.158703221631152,1.4062077207540362,0.8687767176920564,1.7086843324490877
2015-04-27,2015-06-08,2015-06-08,ECUADOR,Otoño,0.6060606060606061,18,7.591357046698551,0.2767295597484276,0.21918238993710693,0.4210526315789473
2015-04-27,2015-06-08,2015-06-08,FRANCE,Otoño,2.199823943661972,18,7.036148493750536,2.375,2.1125,1.95
2015-04-27,2015-06-08,2015-06-08,HONG KONG,Otoño,1.8833099515771368,18,10.696366939495048,1.8,1.8,1.9707859848484848
2015-04-27,2015-06-08,2015-06-08,NETHERLANDS,Otoño,1.643820827148938,18,15.195889205704857,1.703680918506705,1.8448675738758205,1.7298883375974974
2015-04-27,2015-06-08,2015-06-22,RUSSIAN FEDERATION,Otoño,1.4375,18,10.651146592342338,1.2375157828282828,1.399755366161616,1.55
2015-04-27,2015-06-08,2015-06-08,SPAIN,Otoño,1.5420748581836332,18,14.109974084291764,1.5617538548280343,1.573385734540142,1.4652652631987992
2015-04-27,2015-06-08,2015-06-08,UNITED KINGDOM,Otoño,1.8089474027122368,18,12.970975211652288,2.042266899443455,1.8727226652188511,1.740267185750093
2015-04-27,2015-06-08,2015-06-08,UNITED STATES,Otoño,1.4813052778011395,18,12.994389086874916,1.7629542977162151,5.148143815524774,1.801568177444048
2015-05-04,2015-06-15,2015-06-15,BELGIUM,Otoño,1.641454646017699,19,10.678053416757233,1.5961645941036746,1.8758690250116135,2.522800530906333
2015-05-04,2015-06-15,2015-06-15,CANADA,Otoño,1.881124521988528,19,10.41849442269534,1.5928849457455367,1.7916560930262897,1.4712894611252705
2015-05-04,2015-06-15,2015-06-15,CHILE,Otoño,1.637467439944787,19,12.79201594581254,1.442121984209367,1.0121130343213842,1.6220953562574154
2015-05-04,2015-06-15,2015-06-15,ECUADOR,Otoño,0.7272727272727273,19,7.409136443920128,0.6060606060606061,0.32069754145225843,0.4891304347826087
2015-05-04,2015-06-15,2015-06-08,FRANCE,Otoño,2.306684981684981,19,9.991544216356411,2.199823943661972,2.141607981220657,1.95
2015-05-04,2015-06-15,2015-06-15,HONG KONG,Otoño,2.140861742424242,19,9.958023085184141,1.8833099515771368,1.8416549757885683,2.1415719696969697
2015-05-04,2015-06-15,2015-06-15,NETHERLANDS,Otoño,1.6444016537378912,19,15.202930535340425,1.643820827148938,1.7507392779445792,1.9413742503014304
2015-05-04,2015-06-15,2015-06-22,RUSSIAN FEDERATION,Otoño,1.5056660353535354,19,11.056603809192042,1.4375,1.379910432449495,1.55
2015-05-04,2015-06-15,2015-06-15,SPAIN,Otoño,1.3473703171276652,19,14.18253001248288,1.5420748581836332,1.5503726842092718,1.653944531767702
2015-05-04,2015-06-15,2015-06-15,UNITED KINGDOM,Otoño,2.023539927370746,19,13.881711134622034,1.8089474027122368,1.8759480511700048,1.7742832555941832
2015-05-04,2015-06-15,2015-06-15,UNITED STATES,Otoño,1.6532396526001336,19,13.9600930367746,1.4813052778011395,3.925864302950229,1.7991797966184615
2015-05-11,2015-06-22,2015-06-15,BELGIUM,Otoño,3.75,20,1.6094379124341003,1.641454646017699,1.803435807136425,2.522800530906333
2015-05-11,2015-06-22,2015-06-22,CANADA,Otoño,1.5570922312223858,20,11.77812417015107,1.881124521988528,1.8140232002668495,1.7541715016164765
2015-05-11,2015-06-22,2015-06-22,CHILE,Otoño,1.6400179549887008,20,12.867824613679131,1.637467439944787,1.2714492862270477,1.5231867040716065
2015-05-11,2015-06-22,2015-06-22,ECUADOR,Otoño,0.2762810959532271,20,10.172368995524192,0.7272727272727273,0.45251572327044026,0.4210526315789473
2015-05-11,2015-06-22,2015-06-22,FRANCE,Otoño,1.887509549274255,20,9.256555795773146,2.306684981684981,2.182877231336738,1.25
2015-05-11,2015-06-22,2015-06-22,HONG KONG,Otoño,1.8136205808080808,20,11.056603809192042,2.140861742424242,1.9413905646671263,1.8
2015-05-11,2015-06-22,2015-06-22,NETHERLANDS,Otoño,1.6350521868576366,20,14.895845495510857,1.6444016537378912,1.6894674006302535,2.0195256460297317
2015-05-11,2015-06-22,2015-06-22,RUSSIAN FEDERATION,Otoño,1.425,20,9.958023085184141,1.5056660353535354,1.3972005208333333,1.55
2015-05-11,2015-06-22,2015-06-22,SPAIN,Otoño,1.3067587613113192,20,14.293324234239416,1.3473703171276652,1.505901423986196,1.834394926447996
2015-05-11,2015-06-22,2015-06-22,UNITED KINGDOM,Otoño,1.8323308448308449,20,13.648937539388442,2.023539927370746,1.9300978241988087,1.8067447684745543
2015-05-11,2015-06-22,2015-06-22,UNITED STATES,Otoño,1.714375719913494,20,14.383644251037943,1.6532396526001336,3.357708140362705,1.8005805051639616
2015-05-18,2015-06-29,2015-06-29,BELGIUM,Otoño,2.529506564914443,21,9.956933528241754,3.75,2.098271604691159,2.526545316647706
2015-05-18,2015-06-29,2015-06-29,CANADA,Otoño,1.7845982142857142,21,10.669164675100605,1.5570922312223858,1.6199629247391125,1.7511091071586729
2015-05-18,2015-06-29,2015-06-29,CHILE,Otoño,1.80028543091786,21,13.062333078942777,1.6400179549887008,1.531453774974223,1.4937942975874408
2015-05-18,2015-06-29,2015-06-29,COSTA RICA,Otoño,1.7,21,9.902537101000133,1.9496423700668228,1.9496423700668228,1.636091896459983
2015-05-18,2015-06-29,2015-06-22,ECUADOR,Otoño,0.3006535947712418,21,9.817984128922188,0.2762810959532271,0.47158599725874706,0.4210526315789473
2015-05-18,2015-06-29,2015-06-29,HONG KONG,Otoño,1.9704308712121208,21,10.651146592342338,1.8136205808080808,1.909448068702365,1.9872023809523809
2015-05-18,2015-06-29,2015-06-29,MOROCCO,Otoño,1.4000044851094366,21,10.705332175017464,1.9496423700668228,1.9496423700668228,1.4000089357519436
2015-05-18,2015-06-29,2015-06-29,NETHERLANDS,Otoño,1.583281799235138,21,15.020761644938714,1.6350521868576366,1.6567388965627927,2.0492052516130803
2015-05-18,2015-06-29,2015-06-29,SPAIN,Otoño,1.310103061032814,21,14.225355394378404,1.3067587613113192,1.439489447862663,1.760499763316645
2015-05-18,2015-06-29,2015-06-29,UNITED KINGDOM,Otoño,1.815434005249282,21,13.431665542208709,1.8323308448308449,1.9267712685893208,1.7695729603109505
2015-05-18,2015-06-29,2015-06-29,UNITED STATES,Otoño,1.7160927376859154,21,14.711971574175363,1.714375719913494,1.6529687370077455,1.77612174008932
2015-05-25,2015-07-06,2015-07-06,CANADA,Otoño,1.7093437522937334,22,12.084548872029929,1.7845982142857142,1.703924978310541,1.7218340312474725
2015-05-25,2015-07-06,2015-07-06,CHILE,Otoño,1.686342907116353,22,13.60426222715685,1.80028543091786,1.629973202515179,1.4070428547037732
2015-05-25,2015-07-06,2015-07-06,COSTA RICA,Otoño,1.5817028985507249,22,10.00247278922055,1.7,1.7,1.8355211239426916
2015-05-25,2015-07-06,2015-07-06,HONG KONG,Otoño,2.140861742424242,22,9.958023085184141,1.9704308712121208,1.9520557865053951,1.9872023809523809
2015-05-25,2015-07-06,2015-06-29,MOROCCO,Otoño,1.4000054021932904,22,11.617888901802692,1.4000044851094366,1.4000044851094366,1.4000089357519436
2015-05-25,2015-07-06,2015-07-06,NETHERLANDS,Otoño,1.5861385304399598,22,14.802190412779158,1.583281799235138,1.6266391167449008,1.9439942114190445
2015-05-25,2015-07-06,2015-07-06,SPAIN,Otoño,1.3136521234130156,22,14.488217758161719,1.310103061032814,1.376576749413858,1.8578852752376416
2015-05-25,2015-07-06,2015-07-06,UNITED KINGDOM,Otoño,1.7198428587210446,22,13.517458906787217,1.815434005249282,1.8700630450407774,1.8009805670878134
2015-05-25,2015-07-06,2015-07-06,UNITED STATES,Otoño,1.7166321916639415,22,15.126394714778707,1.7160927376859154,1.6412533470001707,1.7670382352146057
2015-06-01,2015-07-13,2015-07-06,BELGIUM,Otoño,2.529579067121729,23,9.956886129260823,2.529506564914443,2.3792814512589544,2.235925187505934
2015-06-01,2015-07-13,2015-07-13,CANADA,Otoño,1.7545474314816245,23,11.867476154276844,1.7093437522937334,1.7330396799475905,1.717391519862002
2015-06-01,2015-07-13,2015-07-13,CHILE,Otoño,1.7692186556082752,23,13.932381177495634,1.686342907116353,1.6910284332419252,1.3389126346383995
2015-06-01,2015-07-13,2015-07-13,COSTA RICA,Otoño,1.641901611047181,23,10.638568109802293,1.5817028985507249,1.6408514492753623,1.8826097574346987
2015-06-01,2015-07-13,2015-06-29,MOROCCO,Otoño,1.3999928604576446,23,11.626727252632376,1.4000054021932904,1.4000049436513635,1.4000089357519436
2015-06-01,2015-07-13,2015-07-13,NETHERLANDS,Otoño,1.6167799248227688,23,14.717530748299469,1.5861385304399598,1.6122185425676565,1.978760459867515
2015-06-01,2015-07-13,2015-07-13,SPAIN,Otoño,1.3621359445128265,23,14.350199963130063,1.3136521234130156,1.3194710657212034,1.7219662300891876
2015-06-01,2015-07-13,2015-07-13,UNITED KINGDOM,Otoño,1.741650593690697,23,13.375359280103327,1.7198428587210446,1.8477869090429793,1.8385846668464576
2015-06-01,2015-07-13,2015-07-13,UNITED STATES,Otoño,1.7580602918593242,23,15.242380003124536,1.7166321916639415,1.7000850754658712,1.7135055974112303
2015-06-08,2015-07-20,2015-07-20,CANADA,Otoño,1.751703920308958,24,11.816165876337863,1.7545474314816245,1.7013954073208644,1.7834821428571428
2015-06-08,2015-07-20,2015-07-20,CHILE,Otoño,1.7086843324490877,24,14.013948216599932,1.7692186556082752,1.7239662371577973,1.4299638641712822
2015-06-08,2015-07-20,2015-07-20,COSTA RICA,Otoño,1.6476792516179826,24,11.366441983578929,1.641901611047181,1.6412015031993021,1.8696559763602356
2015-06-08,2015-07-20,2015-07-13,FRANCE,Otoño,1.95,24,10.085850775128717,1.887509549274255,2.1922546186553022,0.6961647727272727
2015-06-08,2015-07-20,2015-07-13,HONG KONG,Otoño,1.9707859848484848,24,10.651146592342338,2.140861742424242,2.0164437342171713,1.4271647135416667
2015-06-08,2015-07-20,2015-07-20,NETHERLANDS,Otoño,1.7298883375974974,24,14.473455859030024,1.6167799248227688,1.605313110338876,1.9486457179527592
2015-06-08,2015-07-20,2015-07-20,SPAIN,Otoño,1.4652652631987992,24,14.31444718688185,1.3621359445128265,1.3231624725674938,1.7662930811324524
2015-06-08,2015-07-20,2015-07-20,UNITED KINGDOM,Otoño,1.740267185750093,24,13.710204485268846,1.741650593690697,1.7773145756229671,1.9269564172287907
2015-06-08,2015-07-20,2015-07-20,UNITED STATES,Otoño,1.801568177444048,24,15.235211890141679,1.7580602918593242,1.7262902352806688,1.7548547545727655
2015-06-15,2015-07-27,2015-07-20,CANADA,Otoño,1.4712894611252705,25,11.497649377417712,1.751703920308958,1.7500483295925073,1.7834821428571428
2015-06-15,2015-07-27,2015-07-27,CHILE,Otoño,1.6220953562574154,25,13.734364491814583,1.7086843324490877,1.741132831522894,1.6085200519564864
2015-06-15,2015-07-27,2015-07-27,COSTA RICA,Otoño,1.7509345060468038,25,11.061484478871714,1.6476792516179826,1.642820940303972,1.89393215480172
2015-06-15,2015-07-27,2015-07-27,HONG KONG,Otoño,2.1415719696969697,25,9.958023085184141,1.9707859848484848,1.9739247948232321,1.5039772727272729
2015-06-15,2015-07-27,2015-07-27,NETHERLANDS,Otoño,1.9413742503014304,25,14.539912674333154,1.7298883375974974,1.6290221480238412,1.8894951309653312
2015-06-15,2015-07-27,2015-07-27,SPAIN,Otoño,1.653944531767702,25,14.341227946928406,1.4652652631987992,1.3627890980393638,1.711407251634566
2015-06-15,2015-07-27,2015-07-27,UNITED KINGDOM,Otoño,1.7742832555941832,25,13.53799397473559,1.740267185750093,1.754298660852779,1.90568272824346
2015-06-15,2015-07-27,2015-07-27,UNITED STATES,Otoño,1.7991797966184615,25,15.258962832923988,1.801568177444048,1.7480883496633073,1.7829210724683524
2015-06-22,2015-08-03,2015-07-20,CANADA,Invierno,1.7541715016164765,26,11.99011570853032,1.4712894611252705,1.6717211413023967,1.7834821428571428
2015-06-22,2015-08-03,2015-08-03,CHILE,Invierno,1.5231867040716065,26,13.557319971572497,1.6220953562574154,1.6965853128577826,1.4088982390525169
2015-06-22,2015-08-03,2015-08-03,COSTA RICA,Invierno,1.8071732275941144,26,11.335340671976555,1.7509345060468038,1.655554566815673,1.933792738484193
2015-06-22,2015-08-03,2015-08-03,FRANCE,Invierno,1.25,26,2.1972245773362196,1.95,2.086004618655302,1.375
2015-06-22,2015-08-03,2015-07-27,HONG KONG,Invierno,1.8,26,9.958023085184141,2.1415719696969697,2.0559126420454543,1.5039772727272729
2015-06-22,2015-08-03,2015-08-03,NETHERLANDS,Invierno,2.0195256460297317,26,14.25212091151262,1.9413742503014304,1.7185452607904141,1.834608754853414
2015-06-22,2015-08-03,2015-08-03,SPAIN,Invierno,1.834394926447996,26,13.962754872228826,1.653944531767702,1.448749465723086,1.777446238784281
2015-06-22,2015-08-03,2015-08-03,UNITED KINGDOM,Invierno,1.8067447684745543,26,13.60843349660229,1.7742832555941832,1.7440109734390044,1.949284740133646
2015-06-22,2015-08-03,2015-08-03,UNITED STATES,Invierno,1.8005805051639616,26,15.202054637901826,1.7991797966184615,1.7688601143964438,1.8089327602283565
2015-06-29,2015-08-10,2015-08-10,CHILE,Invierno,1.4937942975874408,27,12.978841675984674,1.5231867040716065,1.6557962620965962,1.267018779342723
2015-06-29,2015-08-10,2015-08-17,CHINA,Invierno,1.8,27,9.958023085184141,1.9496423700668228,1.9496423700668228,1.6296252995849652
2015-06-29,2015-08-10,2015-08-10,COSTA RICA,Invierno,1.636091896459983,27,11.065058990790902,1.8071732275941144,1.7119221490765204,1.952173370114316
2015-06-29,2015-08-10,2015-08-10,HONG KONG,Invierno,1.9872023809523809,27,10.604627704024997,1.8,2.013304924242424,1.4554924242424243
2015-06-29,2015-08-10,2015-08-10,NETHERLANDS,Invierno,2.0492052516130803,27,14.239861533403305,2.0195256460297317,1.8268920396878572,1.8204351386428248
2015-06-29,2015-08-10,2015-08-10,SPAIN,Invierno,1.760499763316645,27,14.067459229514833,1.834394926447996,1.578935166481831,1.6924366479457065
2015-06-29,2015-08-10,2015-08-10,UNITED KINGDOM,Invierno,1.7695729603109505,27,13.607210051603168,1.8067447684745543,1.765736450877382,2.010640402950171
2015-06-29,2015-08-10,2015-08-10,UNITED STATES,Invierno,1.77612174008932,27,15.104026971844972,1.8005805051639616,1.789847192771449,1.7608235061514226
2015-07-06,2015-08-17,2015-08-17,CHILE,Invierno,1.4070428547037732,28,13.05742157495978,1.4937942975874408,1.5869401725913876,1.2925625133575551
2015-07-06,2015-08-17,2015-08-17,CHINA,Invierno,1.8,28,9.958023085184141,1.8,1.8,1.6296252995849652
2015-07-06,2015-08-17,2015-08-17,COSTA RICA,Invierno,1.8355211239426916,28,11.407231560411164,1.636091896459983,1.7104697204297208,1.998833019872652
2015-07-06,2015-08-17,2015-08-10,HONG KONG,Invierno,1.9872023809523809,28,10.604627704024997,1.9872023809523809,1.9748900838744587,1.4554924242424243
2015-07-06,2015-08-17,2015-08-17,NETHERLANDS,Invierno,1.9439942114190445,28,14.607818223653194,2.0492052516130803,1.9349983713854348,1.8609075065836709
2015-07-06,2015-08-17,2015-08-24,RUSSIAN FEDERATION,Invierno,1.55,28,9.958023085184141,1.55,1.479541508838384,2.2
2015-07-06,2015-08-17,2015-08-17,SPAIN,Invierno,1.8578852752376416,28,14.012902155784618,1.760499763316645,1.6785261211827855,1.6782616455636192
2015-07-06,2015-08-17,2015-08-17,UNITED KINGDOM,Invierno,1.8009805670878134,28,13.687563543633653,1.7695729603109505,1.7727170425324452,1.9422368750303447
2015-07-06,2015-08-17,2015-08-17,UNITED STATES,Invierno,1.7670382352146057,28,15.143384974554765,1.77612174008932,1.7943625548289477,1.7883334296819475
