fecha,precio_fob_usd_kg,region,provincia,rendimiento_kg_ha,porcentaje_vendido,tipo_conduccion_cultivo,margen_exportador_soles_kg
2024-12-01,2.2456676136363636,AREQUIPA,AREQUIPA,18750.0,0.1,Homogeneo,7.952364662247474
2024-05-01,1.7771443824580146,AREQUIPA,CARAVELI,4500.0,0.9555555555555556,Disperso,4.886513656439777
2024-05-01,1.7771443824580146,AREQUIPA,CARAVELI,6126.9146608315095,0.9928571428571429,Disperso,6.291434291360412
2024-03-01,2.075976331189748,AREQUIPA,CARAVELI,2352.9411764705883,0.5,Homogeneo,4.5099112419615555
2024-06-01,1.9899608293594109,AREQUIPA,CARAVELI,15583.333333333334,0.8823529411764706,Homogeneo,6.617433324001534
2024-07-01,1.9965849428115887,AREQUIPA,CARAVELI,5900.0,0.423728813559322,Homogeneo,6.5380409931705765
2024-04-01,1.740156197098132,AREQUIPA,CARAVELI,6000.0,0.9375,Homogeneo,4.400585739117996
2024-03-01,2.075976331189748,AREQUIPA,CASTILLA,5180.00518000518,1.0,Homogeneo,6.391161241961555
2024-05-01,1.7771443824580146,AREQUIPA,CASTILLA,11160.714285714284,1.0,Homogeneo,6.3122914342175545
2024-06-01,1.9899608293594109,AREQUIPA,CASTILLA,12121.212121212122,1.0,Homogeneo,6.962353110097791
2024-05-01,1.7771443824580146,AREQUIPA,CASTILLA,10666.666666666668,0.9375,Homogeneo,6.464291434217555
2024-04-01,1.740156197098132,AREQUIPA,CASTILLA,6185.567010309278,1.0,Homogeneo,5.858919072451329
2024-04-01,1.740156197098132,AREQUIPA,CASTILLA,5100.0,0.9803921568627451,Homogeneo,6.251075935196427
2024-04-01,1.740156197098132,AREQUIPA,CAYLLOMA,10714.285714285714,0.9333333333333333,Homogeneo,5.698919072451329
2024-06-01,1.9899608293594109,AREQUIPA,CAYLLOMA,8870.0,0.9131905298759865,Homogeneo,7.372161452826088
2024-07-01,1.9965849428115887,AREQUIPA,CAYLLOMA,1750.0,1.0,Homogeneo,7.334812583162505
2024-04-01,1.740156197098132,AREQUIPA,CAYLLOMA,12500.0,1.0,Homogeneo,6.0632309004083185
2024-02-01,1.8263987009158644,AREQUIPA,CAYLLOMA,5000.0,0.9,Homogeneo,5.682295128434491
2024-05-01,1.7771443824580146,AREQUIPA,CAYLLOMA,15151.515151515152,1.0,Homogeneo,6.184291434217554
2024-05-01,1.7771443824580146,AREQUIPA,CAYLLOMA,25000.0,1.0,Homogeneo,6.289937588063709
2024-04-01,1.740156197098132,AREQUIPA,CAYLLOMA,6538.461538461538,0.9970588235294118,Homogeneo,5.725585739117996
2024-03-01,2.075976331189748,AREQUIPA,CAYLLOMA,23000.0,1.0,Homogeneo,7.589259068048511
2024-03-01,2.075976331189748,AREQUIPA,CAYLLOMA,1500.0,0.9833333333333333,Homogeneo,6.901577908628221
2024-04-01,1.740156197098132,AREQUIPA,CAYLLOMA,10250.0,0.975609756097561,Homogeneo,5.881683300093606
2024-05-01,1.7771443824580146,AREQUIPA,CAYLLOMA,15000.0,1.0,Homogeneo,6.015424767550888
2024-07-01,1.9965849428115887,AREQUIPA,LA UNION,4450.980392156863,0.748898678414097,Asociado,7.43433009942011
2024-04-01,1.740156197098132,AYACUCHO,HUANTA,2040.0,1.0,Homogeneo,5.427546523431721
2024-04-01,1.740156197098132,AYACUCHO,LA MAR,4000.0,1.0,Disperso,4.775585739117996
2024-03-01,2.075976331189748,AYACUCHO,LA MAR,15962.441314553991,0.9607843137254902,Homogeneo,7.594960261569398
2024-03-01,2.075976331189748,AYACUCHO,LA MAR,11687.5,0.983957219251337,Homogeneo,7.270754191581594
2024-03-01,2.075976331189748,AYACUCHO,LA MAR,7371.428571428572,0.9627906976744186,Homogeneo,6.781465936190668
2024-03-01,2.075976331189748,AYACUCHO,LA MAR,9360.0,0.9615384615384616,Homogeneo,7.266748848799161
2024-03-01,2.075976331189748,AYACUCHO,LA MAR,13933.333333333334,0.9545454545454546,Homogeneo,7.210748562535717
2024-04-01,1.740156197098132,AYACUCHO,LA MAR,17777.777777777777,0.975,Homogeneo,5.776585739117996
2024-03-01,2.075976331189748,AYACUCHO,LA MAR,7630.831643002029,0.9569377990430622,Homogeneo,7.053917089914771
2024-05-01,1.7771443824580146,AYACUCHO,LA MAR,18000.0,0.6666666666666666,Homogeneo,6.5852173601434805
2024-04-01,1.740156197098132,AYACUCHO,LA MAR,9142.857142857143,0.9375,Homogeneo,6.425585739117996
2024-05-01,1.7771443824580146,AYACUCHO,LA MAR,9153.318077803204,0.8,Homogeneo,6.5717914342175545
2024-05-01,1.7771443824580146,AYACUCHO,LA MAR,4000.0,0.75,Homogeneo,5.539291434217555
2024-05-01,1.7771443824580146,AYACUCHO,LA MAR,4166.666666666667,0.96,Homogeneo,6.124291434217555
2024-03-01,2.075976331189748,AYACUCHO,LA MAR,3750.0,1.0,Homogeneo,6.951577908628222
2024-03-01,2.075976331189748,AYACUCHO,LA MAR,4000.0,0.875,Asociado,6.034911241961555
2024-06-01,1.9899608293594109,AYACUCHO,LA MAR,3999.9999999999995,0.9117647058823529,Homogeneo,7.1902942865683785
2024-05-01,1.7771443824580146,AYACUCHO,LA MAR,3600.0,0.8888888888888888,Homogeneo,5.530958100884222
2024-05-01,1.7771443824580146,AYACUCHO,LA MAR,4000.0,1.0,Homogeneo,5.414291434217555
2024-03-01,2.075976331189748,AYACUCHO,LA MAR,11397.142857142859,0.9952369014790674,Homogeneo,6.832291537775042
2024-01-01,2.170147441895754,AYACUCHO,LUCANAS,7396.449704142011,0.998,Homogeneo,7.178052907109078
2024-03-01,2.075976331189748,AYACUCHO,LUCANAS,1400.0,1.0,Homogeneo,6.093482670532984
2024-03-01,2.075976331189748,AYACUCHO,LUCANAS,4000.0,1.0,Homogeneo,7.424911241961555
2024-02-01,1.8263987009158644,AYACUCHO,LUCANAS,6487.968321657021,0.8004694835680751,Homogeneo,5.651812029842943
2024-03-01,2.075976331189748,AYACUCHO,LUCANAS,17874.0,0.997079556898288,Homogeneo,7.449228126822247
2024-05-01,1.7771443824580146,AYACUCHO,LUCANAS,5485.714285714285,0.95,Homogeneo,6.393458100884222
2024-02-01,1.8263987009158644,AYACUCHO,LUCANAS,8000.0,1.0,Homogeneo,5.973995128434492
2024-03-01,2.075976331189748,AYACUCHO,LUCANAS,3292.1810699588477,1.0,Homogeneo,6.622411241961554
2024-04-01,1.740156197098132,AYACUCHO,LUCANAS,2115.3846153846152,0.9090909090909091,Homogeneo,4.889222102754359
2024-05-01,1.7771443824580146,AYACUCHO,LUCANAS,4702.627939142462,0.9803921568627451,Homogeneo,4.360369865590104
2024-03-01,2.075976331189748,AYACUCHO,PAUCAR DEL SARA SARA,2500.0,1.0,Homogeneo,6.724911241961555
2024-03-01,2.075976331189748,AYACUCHO,PAUCAR DEL SARA SARA,1800.0,0.8333333333333334,Vergel,7.118244575294888
2024-05-01,1.7771443824580146,AYACUCHO,VICTOR FAJARDO,4000.0,1.0,Homogeneo,6.376791434217555
2024-05-01,1.7771443824580146,AYACUCHO,VICTOR FAJARDO,5000.0,1.0,Homogeneo,6.039291434217555
2024-05-01,1.7771443824580146,AYACUCHO,VICTOR FAJARDO,2000.0,1.0,Homogeneo,5.664291434217555
2024-03-01,2.075976331189748,CUSCO,ANTA,1900.0,0.8210526315789474,Homogeneo,7.635788434944011
2024-05-01,1.7771443824580146,HUANCAVELICA,HUANCAVELICA,7812.5,0.84,Homogeneo,5.764291434217554
2024-03-01,2.075976331189748,HUANCAVELICA,CASTROVIRREYNA,24150.05861664713,0.9514563106796117,Homogeneo,7.517920950699419
2024-04-01,1.740156197098132,HUANCAVELICA,CASTROVIRREYNA,10000.0,1.0,Homogeneo,6.150585739117996
2024-03-01,2.075976331189748,HUANCAVELICA,CASTROVIRREYNA,7666.666666666667,0.9782608695652174,Homogeneo,7.360998198483294
2024-03-01,2.075976331189748,HUANCAVELICA,CASTROVIRREYNA,7125.0,0.9649122807017544,Homogeneo,7.477016505119449
2024-03-01,2.075976331189748,HUANCAVELICA,CASTROVIRREYNA,3142.857142857143,0.9090909090909091,Homogeneo,6.33945669650701
2024-03-01,2.075976331189748,HUANCAVELICA,CASTROVIRREYNA,3750.0,0.6,Homogeneo,7.118244575294888
2024-02-01,1.8263987009158644,HUANCAVELICA,CASTROVIRREYNA,5000.0,0.8,Homogeneo,6.588995128434492
2024-04-01,1.740156197098132,HUANCAVELICA,CASTROVIRREYNA,6192.0,0.872093023255814,Homogeneo,5.214216230074068
2024-03-01,2.075976331189748,HUANCAVELICA,CASTROVIRREYNA,8120.0,0.9852216748768473,Homogeneo,7.009049172996038
2024-03-01,2.075976331189748,HUANCAVELICA,CASTROVIRREYNA,5600.0,0.9523809523809523,Homogeneo,7.094435051485364
2024-04-01,1.740156197098132,HUANCAVELICA,CASTROVIRREYNA,3768.8442211055276,0.9855072463768116,Homogeneo,5.887904579697706
2024-04-01,1.740156197098132,HUANCAVELICA,CASTROVIRREYNA,18181.81818181818,0.95,Homogeneo,6.000585739117995
2024-03-01,2.075976331189748,HUANCAVELICA,CASTROVIRREYNA,8000.0,0.975,Homogeneo,7.451577908628222
2024-03-01,2.075976331189748,HUANCAVELICA,CASTROVIRREYNA,5740.472744814279,0.9747899159663865,Homogeneo,6.297516283978362
2024-03-01,2.075976331189748,HUANCAVELICA,CHURCAMPA,9459.45945945946,1.0,Homogeneo,7.107768384818698
2024-06-01,1.9899608293594109,HUANCAVELICA,CHURCAMPA,3200.0,1.0,Homogeneo,6.587353110097791
2024-03-01,2.075976331189748,HUANCAVELICA,CHURCAMPA,5500.0,0.9772727272727273,Homogeneo,6.584911241961555
2024-03-01,2.075976331189748,HUANCAVELICA,HUAYTARA,4000.0,1.0,Homogeneo,7.359911241961555
2024-01-01,2.170147441895754,HUANCAVELICA,HUAYTARA,6705.882352941177,0.9824561403508771,Homogeneo,7.811542185861514
