ANIO,CCDD,CCPP,CCDI,CONGLOMERADO,NSELUA,UA,costo_total,produccion_kg,costo_por_kg,FACTOR_PRODUCTOR,es_outlier
2022,13,06,05,07275,00049,7,15.0,72.0,0.20833333333333334,98.7176470588235,0
2022,13,06,05,07275,00055,9,36.0,80.0,0.45,98.7176470588235,0
2022,13,06,05,07275,00061,10,16.0,50.0,0.32,98.7176470588235,0
2022,13,06,05,07275,00066,11,20.0,40.0,0.5,98.7176470588235,0
2022,13,06,05,07275,00076,14,20.0,200.0,0.1,98.7176470588235,0
2022,13,06,05,07288,00004,2,45.0,349.79999999999995,0.1286449399656947,98.7176470588235,0
2022,13,06,05,07288,00030,5,140.0,84.0,1.6666666666666667,98.7176470588235,1
2022,13,06,05,07288,00049,7,15.0,108.0,0.1388888888888889,98.7176470588235,0
2022,13,06,05,07288,00057,8,75.0,36.0,2.0833333333333335,98.7176470588235,1
2022,13,06,05,07288,00059,9,60.0,96.0,0.625,98.7176470588235,0
2022,13,06,14,07301,00093,10,100.0,1140.0,0.08771929824561403,98.7176470588235,0
2022,13,06,14,07301,00096,11,302.0,680.0,0.4441176470588235,98.7176470588235,0
2022,13,06,14,07301,00140,15,865.0,1000.0,0.865,98.7176470588235,0
2022,13,01,10,07424,00012,1,1900.0,5000.0,0.38,50.7019607843137,0
2022,13,01,10,07424,00016,2,350.0,3600.0,0.09722222222222222,50.7019607843137,0
2022,13,01,10,07424,00085,11,100.0,37000.0,0.002702702702702703,50.7019607843137,0
2022,13,01,10,07424,00096,13,100.0,4300.0,0.023255813953488372,50.7019607843137,0
2022,13,01,10,07424,00099,14,1000.0,6250.0,0.16,50.7019607843137,0
2022,13,01,10,07424,00107,15,100.0,2600.0,0.038461538461538464,50.7019607843137,0
2022,13,01,08,07431,00007,1,329.0,330.0,0.996969696969697,50.7019607843137,0
2022,13,01,08,07431,00027,6,639.0,1175.0,0.5438297872340425,50.7019607843137,0
2022,13,01,08,07431,00031,7,406.0,1020.0,0.3980392156862745,50.7019607843137,0
2022,13,01,08,07431,00036,9,80.0,300.0,0.26666666666666666,50.7019607843137,0
2022,13,01,08,07431,00055,11,3262.0,10288.0,0.31706842923794715,50.7019607843137,0
2022,13,01,08,07431,00060,13,130.0,850.0,0.15294117647058825,50.7019607843137,0
2022,13,01,08,07431,00068,14,230.0,12200.0,0.018852459016393444,50.7019607843137,0
2022,13,01,08,07431,00073,15,4036.0,12850.0,0.31408560311284045,50.7019607843137,0
2022,13,01,06,07438,00040,6,50.0,120.0,0.4166666666666667,50.7019607843137,0
2022,13,01,06,07438,00107,15,180.0,1800.0,0.1,50.7019607843137,0
2022,13,01,06,07444,00017,2,37.0,60.0,0.6166666666666667,69.1390374331551,0
2022,13,01,07,07458,00059,7,32.0,24.0,1.3333333333333333,63.3774509803922,1
2022,13,12,01,07465,00066,9,5000.0,18000.15,0.2777754629822529,50.7019607843137,0
2022,13,12,01,07465,00106,15,950.0,29000.0,0.032758620689655175,50.7019607843137,0
2022,13,12,01,07472,00009,1,165.0,500.0,0.33,50.7019607843137,0
2022,13,12,01,07478,00007,2,1660.0,3100.0,0.535483870967742,54.3235294117647,0
2022,13,12,01,07478,00020,3,3300.0,3000.0,1.1,54.3235294117647,0
2022,13,12,01,07478,00031,6,250.0,3000.0,0.08333333333333333,54.3235294117647,0
2022,13,12,01,07478,00043,10,560.0,3200.0,0.175,54.3235294117647,0
2022,13,12,01,07478,00046,11,3012.0,5000.0,0.6024,54.3235294117647,0
2022,13,12,01,07478,00059,12,650.0,11000.0,0.05909090909090909,54.3235294117647,0
2022,13,12,01,07478,00063,13,970.0,4000.0,0.2425,54.3235294117647,0
2022,13,12,01,07478,00083,15,287600.0,994000.0,0.2893360160965795,54.3235294117647,0
2022,13,12,02,07485,00002,1,500.0,10000.0,0.05,54.3235294117647,0
2022,13,12,02,07485,00013,2,4900.0,20000.0,0.245,54.3235294117647,0
2022,13,12,02,07485,00019,4,10400.0,15000.0,0.6933333333333334,54.3235294117647,0
2022,13,12,02,07485,00036,11,1250.0,4000.0,0.3125,54.3235294117647,0
2022,13,12,02,07485,00041,14,290.0,240.0,1.2083333333333333,54.3235294117647,1
2022,13,12,02,07492,00014,3,7440.0,5000.0,1.488,50.7019607843137,1
2022,13,12,02,07492,00016,4,50.0,1000.0,0.05,50.7019607843137,0
2022,13,12,02,07492,00034,5,1300.0,11000.0,0.11818181818181818,50.7019607843137,0
2022,13,12,02,07492,00039,6,12900.0,21000.0,0.6142857142857143,50.7019607843137,0
2022,13,12,02,07492,00040,7,7580.0,10000.0,0.758,50.7019607843137,0
2022,13,12,02,07492,00041,8,11800.0,15000.0,0.7866666666666666,50.7019607843137,0
2022,13,12,02,07492,00049,10,280.0,1000.0,0.28,50.7019607843137,0
2022,13,12,02,07492,00102,15,2000.0,7000.0,0.2857142857142857,50.7019607843137,0
2022,13,12,02,07499,00027,4,9000.0,29000.0,0.3103448275862069,50.7019607843137,0
2022,13,12,02,07499,00060,9,15000.0,40000.0,0.375,50.7019607843137,0
2022,13,05,03,07522,00131,10,2300.0,1440.0,1.5972222222222223,98.7176470588235,1
2022,13,05,04,07574,00001,1,30.0,120.0,0.25,98.7176470588235,0
2022,13,05,04,07574,00006,2,120.0,400.0,0.3,98.7176470588235,0
2022,13,10,04,07627,00020,3,160.0,320.0,0.5,98.7176470588235,0
2022,13,09,06,07706,00147,15,75.0,148.0,0.5067567567567568,98.7176470588235,0
2022,13,09,02,07786,00075,12,280.0,1500.0,0.18666666666666668,98.7176470588235,0
2022,13,09,01,07852,00025,3,130.0,150.0,0.8666666666666667,98.7176470588235,0
2022,13,09,01,07852,00043,7,5.0,25.0,0.2,98.7176470588235,0
2022,13,03,05,07957,00007,2,612.0,3156.0,0.19391634980988592,98.7176470588235,0
2022,13,03,02,07971,00063,13,5.0,320.0,0.015625,98.7176470588235,0
2022,13,08,09,07984,00028,6,14.0,100.0,0.14,98.7176470588235,0
2022,13,08,08,07997,00063,3,570.0,2400.0,0.2375,98.7176470588235,0
2022,13,08,08,07997,00067,4,455.0,300.0,1.5166666666666666,98.7176470588235,1
2022,13,08,08,07997,00112,10,538.0,600.0,0.8966666666666666,98.7176470588235,0
